dataset,sample_index,USER_ID,seed,fold,split_role,y_true
dili_multiclass,0,1775,42,10,train,2
dili_multiclass,1,1935,42,10,train,2
dili_multiclass,2,2157,42,10,train,2
dili_multiclass,3,2165,42,10,train,2
dili_multiclass,4,2265,42,10,train,2
dili_multiclass,5,2478,42,10,train,2
dili_multiclass,6,2554,42,10,train,2
dili_multiclass,7,2726,42,10,train,2
dili_multiclass,8,2952,42,10,train,2
dili_multiclass,9,2955,42,10,train,2
dili_multiclass,10,3033,42,10,train,2
dili_multiclass,11,3117,42,10,train,2
dili_multiclass,12,3385,42,10,train,2
dili_multiclass,13,3397,42,10,train,2
dili_multiclass,15,3637,42,10,train,2
dili_multiclass,16,3672,42,10,train,2
dili_multiclass,17,3767,42,10,train,2
dili_multiclass,19,4449,42,10,train,2
dili_multiclass,20,4463,42,10,train,2
dili_multiclass,21,4495,42,10,train,2
dili_multiclass,22,4583,42,10,train,2
dili_multiclass,23,5352,42,10,train,2
dili_multiclass,25,5790,42,10,train,2
dili_multiclass,27,12560,42,10,train,2
dili_multiclass,28,18283,42,10,train,2
dili_multiclass,29,38853,42,10,train,2
dili_multiclass,30,47576,42,10,train,2
dili_multiclass,31,54454,42,10,train,2
dili_multiclass,32,55185,42,10,train,2
dili_multiclass,33,60823,42,10,train,2
dili_multiclass,34,64139,42,10,train,2
dili_multiclass,35,126941,42,10,train,2
dili_multiclass,36,149096,42,10,train,2
dili_multiclass,38,441401,42,10,train,2
dili_multiclass,39,657298,42,10,train,2
dili_multiclass,40,667490,42,10,train,2
dili_multiclass,41,1349907,42,10,train,2
dili_multiclass,42,2723601,42,10,train,2
dili_multiclass,43,5353830,42,10,train,2
dili_multiclass,44,5388906,42,10,train,0
dili_multiclass,45,5464436,42,10,train,1
dili_multiclass,46,9887054,42,10,train,2
dili_multiclass,48,135398739,42,10,train,2
dili_multiclass,49,135401907,42,10,train,2
dili_multiclass,50,938,42,10,train,2
dili_multiclass,51,1983,42,10,train,2
dili_multiclass,52,2244,42,10,train,2
dili_multiclass,53,3007,42,10,train,2
dili_multiclass,54,5161,42,10,train,2
dili_multiclass,55,5760,42,10,train,2
dili_multiclass,56,23925,42,10,train,2
dili_multiclass,57,23978,42,10,train,2
dili_multiclass,58,29051,42,10,train,2
dili_multiclass,59,518740,42,10,train,2
dili_multiclass,60,54675776,42,10,train,2
dili_multiclass,61,298,42,10,train,2
dili_multiclass,62,1302,42,10,train,2
dili_multiclass,63,2082,42,10,train,2
dili_multiclass,64,2160,42,10,train,2
dili_multiclass,65,2333,42,10,train,2
dili_multiclass,66,2520,42,10,train,2
dili_multiclass,67,2662,42,10,train,2
dili_multiclass,68,2733,42,10,train,2
dili_multiclass,70,2764,42,10,train,2
dili_multiclass,71,2907,42,10,train,2
dili_multiclass,72,3114,42,10,train,2
dili_multiclass,73,3226,42,10,train,2
dili_multiclass,74,3331,42,10,train,2
dili_multiclass,75,3339,42,10,train,2
dili_multiclass,76,3365,42,10,train,2
dili_multiclass,77,3559,42,10,train,2
dili_multiclass,78,3696,42,10,train,2
dili_multiclass,79,3763,42,10,train,2
dili_multiclass,80,3821,42,10,train,2
dili_multiclass,81,3899,42,10,train,2
dili_multiclass,82,4091,42,10,train,2
dili_multiclass,83,4485,42,10,train,2
dili_multiclass,84,4594,42,10,train,2
dili_multiclass,85,4763,42,10,train,2
dili_multiclass,87,5002,42,10,train,2
dili_multiclass,88,5206,42,10,train,2
dili_multiclass,89,5291,42,10,train,2
dili_multiclass,90,5394,42,10,train,2
dili_multiclass,91,5402,42,10,train,2
dili_multiclass,92,5426,42,10,train,2
dili_multiclass,93,5452,42,10,train,2
