dataset,sample_index,USER_ID,seed,fold,split_role,y_true
dili_multiclass,0,1775,45,8,train,2
dili_multiclass,1,1935,45,8,train,2
dili_multiclass,2,2157,45,8,train,2
dili_multiclass,3,2165,45,8,train,2
dili_multiclass,4,2265,45,8,train,2
dili_multiclass,5,2478,45,8,train,2
dili_multiclass,7,2726,45,8,train,2
dili_multiclass,8,2952,45,8,train,2
dili_multiclass,9,2955,45,8,train,2
dili_multiclass,10,3033,45,8,train,2
dili_multiclass,11,3117,45,8,train,2
dili_multiclass,12,3385,45,8,train,2
dili_multiclass,13,3397,45,8,train,2
dili_multiclass,15,3637,45,8,train,2
dili_multiclass,16,3672,45,8,train,2
dili_multiclass,18,3878,45,8,train,2
dili_multiclass,19,4449,45,8,train,2
dili_multiclass,21,4495,45,8,train,2
dili_multiclass,22,4583,45,8,train,2
dili_multiclass,23,5352,45,8,train,2
dili_multiclass,24,5591,45,8,train,2
dili_multiclass,25,5790,45,8,train,2
dili_multiclass,26,5852,45,8,train,2
dili_multiclass,27,12560,45,8,train,2
dili_multiclass,28,18283,45,8,train,2
dili_multiclass,29,38853,45,8,train,2
dili_multiclass,30,47576,45,8,train,2
dili_multiclass,31,54454,45,8,train,2
dili_multiclass,32,55185,45,8,train,2
dili_multiclass,33,60823,45,8,train,2
dili_multiclass,34,64139,45,8,train,2
dili_multiclass,36,149096,45,8,train,2
dili_multiclass,38,441401,45,8,train,2
dili_multiclass,39,657298,45,8,train,2
dili_multiclass,40,667490,45,8,train,2
dili_multiclass,41,1349907,45,8,train,2
dili_multiclass,42,2723601,45,8,train,2
dili_multiclass,43,5353830,45,8,train,2
dili_multiclass,44,5388906,45,8,train,0
dili_multiclass,45,5464436,45,8,train,1
dili_multiclass,46,9887054,45,8,train,2
dili_multiclass,48,135398739,45,8,train,2
dili_multiclass,49,135401907,45,8,train,2
dili_multiclass,50,938,45,8,train,2
dili_multiclass,51,1983,45,8,train,2
dili_multiclass,52,2244,45,8,train,2
dili_multiclass,53,3007,45,8,train,2
dili_multiclass,54,5161,45,8,train,2
dili_multiclass,56,23925,45,8,train,2
dili_multiclass,57,23978,45,8,train,2
dili_multiclass,58,29051,45,8,train,2
dili_multiclass,59,518740,45,8,train,2
dili_multiclass,60,54675776,45,8,train,2
dili_multiclass,61,298,45,8,train,2
dili_multiclass,62,1302,45,8,train,2
dili_multiclass,63,2082,45,8,train,2
dili_multiclass,64,2160,45,8,train,2
dili_multiclass,65,2333,45,8,train,2
dili_multiclass,66,2520,45,8,train,2
dili_multiclass,67,2662,45,8,train,2
dili_multiclass,68,2733,45,8,train,2
dili_multiclass,69,2756,45,8,train,2
dili_multiclass,70,2764,45,8,train,2
dili_multiclass,71,2907,45,8,train,2
dili_multiclass,72,3114,45,8,train,2
dili_multiclass,73,3226,45,8,train,2
dili_multiclass,75,3339,45,8,train,2
dili_multiclass,76,3365,45,8,train,2
dili_multiclass,77,3559,45,8,train,2
dili_multiclass,78,3696,45,8,train,2
dili_multiclass,79,3763,45,8,train,2
dili_multiclass,80,3821,45,8,train,2
dili_multiclass,82,4091,45,8,train,2
dili_multiclass,83,4485,45,8,train,2
dili_multiclass,84,4594,45,8,train,2
dili_multiclass,85,4763,45,8,train,2
dili_multiclass,86,4917,45,8,train,2
dili_multiclass,87,5002,45,8,train,2
dili_multiclass,88,5206,45,8,train,2
dili_multiclass,89,5291,45,8,train,2
dili_multiclass,90,5394,45,8,train,2
dili_multiclass,91,5402,45,8,train,2
dili_multiclass,92,5426,45,8,train,2
dili_multiclass,93,5452,45,8,train,2
dili_multiclass,94,5533,45,8,train,2
dili_multiclass,95,5646,45,8,train,2
dili_multiclass,97,6196,45,8,train,2
dili_multiclass,98,8549,45,8,train,2
dili_multiclass,99,18381,45,8,train,2
dili_multiclass,100,29029,45,8,train,2
dili_multiclass,101,33613,45,8,train,2
dili_multiclass,102,35370,45,8,train,2
dili_multiclass,103,43672,45,8,train,2
dili_multiclass,104,43815,45,8,train,2
dili_multiclass,105,44093,45,8,train,2
dili_multiclass,106,53232,45,8,train,2
dili_multiclass,107,54687,45,8,train,2
dili_multiclass,108,55283,45,8,train,2
dili_multiclass,109,56069,45,8,train,2
dili_multiclass,110,60606,45,8,train,2
dili_multiclass,111,60835,45,8,train,2
dili_multiclass,112,60838,45,8,train,2
dili_multiclass,114,71616,45,8,train,2
dili_multiclass,115,84029,45,8,train,2
dili_multiclass,116,123631,45,8,train,2
dili_multiclass,118,176870,45,8,train,2
dili_multiclass,120,216239,45,8,train,2
dili_multiclass,121,441141,45,8,train,2
dili_multiclass,122,441184,45,8,train,2
dili_multiclass,123,1548972,45,8,train,2
dili_multiclass,124,2733526,45,8,train,2
dili_multiclass,125,3001055,45,8,train,2
dili_multiclass,126,3081884,45,8,train,2
dili_multiclass,127,5281040,45,8,train,2
dili_multiclass,128,5284537,45,8,train,2
dili_multiclass,129,5329102,45,8,train,2
dili_multiclass,130,5362032,45,8,train,2
dili_multiclass,131,5362119,45,8,train,2
dili_multiclass,132,6439133,45,8,train,2
dili_multiclass,133,9875401,45,8,train,2
dili_multiclass,134,11167602,45,8,train,2
dili_multiclass,135,54671203,45,8,train,2
dili_multiclass,136,54676228,45,8,train,2
dili_multiclass,137,135398737,45,8,train,2
dili_multiclass,138,135398738,45,8,train,2
dili_multiclass,139,4053,45,8,train,2
dili_multiclass,140,5746,45,8,train,2
dili_multiclass,141,444,45,8,train,1
dili_multiclass,142,1978,45,8,train,1
dili_multiclass,143,2019,45,8,train,1
dili_multiclass,145,2162,45,8,train,1
dili_multiclass,146,2187,45,8,train,1
dili_multiclass,147,2541,45,8,train,1
dili_multiclass,148,2678,45,8,train,1
dili_multiclass,149,2771,45,8,train,1
dili_multiclass,150,2913,45,8,train,1
dili_multiclass,151,3308,45,8,train,1
dili_multiclass,152,3325,45,8,train,1
dili_multiclass,153,3356,45,8,train,1
dili_multiclass,154,3372,45,8,train,1
dili_multiclass,155,3386,45,8,train,1
dili_multiclass,156,3394,45,8,train,1
dili_multiclass,158,3463,45,8,train,1
dili_multiclass,159,3652,45,8,train,1
dili_multiclass,160,3657,45,8,train,1
dili_multiclass,161,3675,45,8,train,1
dili_multiclass,162,3715,45,8,train,1
dili_multiclass,163,3749,45,8,train,1
dili_multiclass,164,3825,45,8,train,1
dili_multiclass,165,3869,45,8,train,1
dili_multiclass,166,3883,45,8,train,1
dili_multiclass,167,3961,45,8,train,1
dili_multiclass,168,4168,45,8,train,1
dili_multiclass,170,4178,45,8,train,1
dili_multiclass,171,4205,45,8,train,1
dili_multiclass,172,4493,45,8,train,1
dili_multiclass,173,4539,45,8,train,1
dili_multiclass,174,4543,45,8,train,1
dili_multiclass,175,4614,45,8,train,1
dili_multiclass,176,4679,45,8,train,1
dili_multiclass,177,4829,45,8,train,1
dili_multiclass,178,4913,45,8,train,1
dili_multiclass,179,5070,45,8,train,1
dili_multiclass,181,5090,45,8,train,1
dili_multiclass,182,5487,45,8,train,1
dili_multiclass,183,5717,45,8,train,1
dili_multiclass,185,6253,45,8,train,1
dili_multiclass,186,8982,45,8,train,1
dili_multiclass,187,14956,45,8,train,1
dili_multiclass,188,21844,45,8,train,1
dili_multiclass,189,34312,45,8,train,1
dili_multiclass,190,36462,45,8,train,1
dili_multiclass,191,39186,45,8,train,1
dili_multiclass,192,42113,45,8,train,1
dili_multiclass,193,54841,45,8,train,1
dili_multiclass,194,60198,45,8,train,1
dili_multiclass,195,60750,45,8,train,1
dili_multiclass,196,60854,45,8,train,1
dili_multiclass,197,65140,45,8,train,1
dili_multiclass,198,65404,45,8,train,1
dili_multiclass,199,65628,45,8,train,1
dili_multiclass,200,77999,45,8,train,1
dili_multiclass,201,93860,45,8,train,1
dili_multiclass,202,104865,45,8,train,1
dili_multiclass,203,134018,45,8,train,1
dili_multiclass,204,148124,45,8,train,1
dili_multiclass,205,150311,45,8,train,1
dili_multiclass,206,208898,45,8,train,1
dili_multiclass,208,383414,45,8,train,1
dili_multiclass,209,392622,45,8,train,1
dili_multiclass,210,439492,45,8,train,1
dili_multiclass,211,441140,45,8,train,1
dili_multiclass,212,441203,45,8,train,1
dili_multiclass,213,441341,45,8,train,1
dili_multiclass,214,464205,45,8,train,1
dili_multiclass,215,667477,45,8,train,1
dili_multiclass,216,3034010,45,8,train,1
dili_multiclass,217,4659569,45,8,train,1
dili_multiclass,219,5284627,45,8,train,1
dili_multiclass,220,5310966,45,8,train,1
dili_multiclass,221,5352062,45,8,train,1
dili_multiclass,222,5362129,45,8,train,1
dili_multiclass,223,5362440,45,8,train,1
dili_multiclass,224,5493444,45,8,train,1
dili_multiclass,225,6435893,45,8,train,1
dili_multiclass,227,6437841,45,8,train,1
dili_multiclass,228,9853053,45,8,train,1
dili_multiclass,229,10113978,45,8,train,1
dili_multiclass,230,11626560,45,8,train,1
dili_multiclass,231,16129629,45,8,train,1
dili_multiclass,232,24776445,45,8,train,1
dili_multiclass,233,25126798,45,8,train,1
dili_multiclass,234,54677470,45,8,train,1
dili_multiclass,236,135398744,45,8,train,1
dili_multiclass,237,4158,45,8,train,1
dili_multiclass,238,6468,45,8,train,1
dili_multiclass,240,247,45,8,train,0
dili_multiclass,241,896,45,8,train,0
dili_multiclass,242,942,45,8,train,0
dili_multiclass,243,2130,45,8,train,0
dili_multiclass,244,2153,45,8,train,0
dili_multiclass,245,2170,45,8,train,0
dili_multiclass,246,2369,45,8,train,0
dili_multiclass,247,2381,45,8,train,0
dili_multiclass,248,2391,45,8,train,0
dili_multiclass,250,2477,45,8,train,0
dili_multiclass,251,2564,45,8,train,0
dili_multiclass,252,2576,45,8,train,0
dili_multiclass,253,2707,45,8,train,0
dili_multiclass,254,2754,45,8,train,0
dili_multiclass,255,2789,45,8,train,0
dili_multiclass,256,2794,45,8,train,0
dili_multiclass,257,2803,45,8,train,0
dili_multiclass,258,2812,45,8,train,0
dili_multiclass,259,2973,45,8,train,0
dili_multiclass,260,3080,45,8,train,0
dili_multiclass,261,3100,45,8,train,0
dili_multiclass,262,3162,45,8,train,0
dili_multiclass,263,3261,45,8,train,0
dili_multiclass,264,3324,45,8,train,0
dili_multiclass,265,3333,45,8,train,0
dili_multiclass,267,3348,45,8,train,0
dili_multiclass,268,3467,45,8,train,0
dili_multiclass,269,3519,45,8,train,0
dili_multiclass,270,3599,45,8,train,0
dili_multiclass,271,3658,45,8,train,0
dili_multiclass,272,3784,45,8,train,0
dili_multiclass,273,3911,45,8,train,0
dili_multiclass,274,3958,45,8,train,0
dili_multiclass,275,4033,45,8,train,0
dili_multiclass,276,4034,45,8,train,0
dili_multiclass,277,4107,45,8,train,0
dili_multiclass,278,4192,45,8,train,0
dili_multiclass,279,4201,45,8,train,0
dili_multiclass,280,4236,45,8,train,0
dili_multiclass,282,4499,45,8,train,0
dili_multiclass,283,4601,45,8,train,0
dili_multiclass,284,4616,45,8,train,0
dili_multiclass,286,4828,45,8,train,0
dili_multiclass,287,4908,45,8,train,0
dili_multiclass,289,4946,45,8,train,0
dili_multiclass,290,4999,45,8,train,0
dili_multiclass,291,5071,45,8,train,0
dili_multiclass,292,5253,45,8,train,0
dili_multiclass,293,5311,45,8,train,0
dili_multiclass,295,5401,45,8,train,0
