dataset,sample_index,USER_ID,seed,fold,split_role,y_true
dili_multiclass,0,1775,44,8,train,2
dili_multiclass,1,1935,44,8,train,2
dili_multiclass,2,2157,44,8,train,2
dili_multiclass,3,2165,44,8,train,2
dili_multiclass,4,2265,44,8,train,2
dili_multiclass,5,2478,44,8,train,2
dili_multiclass,6,2554,44,8,train,2
dili_multiclass,7,2726,44,8,train,2
dili_multiclass,8,2952,44,8,train,2
dili_multiclass,9,2955,44,8,train,2
dili_multiclass,10,3033,44,8,train,2
dili_multiclass,11,3117,44,8,train,2
dili_multiclass,12,3385,44,8,train,2
dili_multiclass,13,3397,44,8,train,2
dili_multiclass,14,3562,44,8,train,2
dili_multiclass,15,3637,44,8,train,2
dili_multiclass,16,3672,44,8,train,2
dili_multiclass,17,3767,44,8,train,2
dili_multiclass,18,3878,44,8,train,2
dili_multiclass,20,4463,44,8,train,2
dili_multiclass,21,4495,44,8,train,2
dili_multiclass,22,4583,44,8,train,2
dili_multiclass,23,5352,44,8,train,2
dili_multiclass,24,5591,44,8,train,2
dili_multiclass,25,5790,44,8,train,2
dili_multiclass,26,5852,44,8,train,2
dili_multiclass,27,12560,44,8,train,2
dili_multiclass,28,18283,44,8,train,2
dili_multiclass,29,38853,44,8,train,2
dili_multiclass,30,47576,44,8,train,2
dili_multiclass,32,55185,44,8,train,2
dili_multiclass,33,60823,44,8,train,2
dili_multiclass,34,64139,44,8,train,2
dili_multiclass,36,149096,44,8,train,2
dili_multiclass,38,441401,44,8,train,2
dili_multiclass,40,667490,44,8,train,2
dili_multiclass,41,1349907,44,8,train,2
dili_multiclass,42,2723601,44,8,train,2
dili_multiclass,43,5353830,44,8,train,2
dili_multiclass,44,5388906,44,8,train,0
dili_multiclass,45,5464436,44,8,train,1
dili_multiclass,46,9887054,44,8,train,2
dili_multiclass,47,54675783,44,8,train,2
dili_multiclass,48,135398739,44,8,train,2
dili_multiclass,49,135401907,44,8,train,2
dili_multiclass,51,1983,44,8,train,2
dili_multiclass,52,2244,44,8,train,2
dili_multiclass,53,3007,44,8,train,2
dili_multiclass,54,5161,44,8,train,2
dili_multiclass,55,5760,44,8,train,2
dili_multiclass,56,23925,44,8,train,2
dili_multiclass,57,23978,44,8,train,2
dili_multiclass,58,29051,44,8,train,2
dili_multiclass,59,518740,44,8,train,2
dili_multiclass,60,54675776,44,8,train,2
dili_multiclass,61,298,44,8,train,2
dili_multiclass,62,1302,44,8,train,2
dili_multiclass,63,2082,44,8,train,2
dili_multiclass,65,2333,44,8,train,2
dili_multiclass,66,2520,44,8,train,2
dili_multiclass,67,2662,44,8,train,2
dili_multiclass,68,2733,44,8,train,2
dili_multiclass,69,2756,44,8,train,2
dili_multiclass,70,2764,44,8,train,2
dili_multiclass,71,2907,44,8,train,2
dili_multiclass,72,3114,44,8,train,2
dili_multiclass,73,3226,44,8,train,2
dili_multiclass,74,3331,44,8,train,2
